NAME	TITLE	SCORE	
SHC2		9.041115	
C5orf13		9.041069	
PARD6G		9.02671	
ADIPOQ		9.008658	
NCKAP5L		8.9837475	
JMJD1C		8.977543	
SLC12A4		8.966743	
IGF1		8.946512	
ZHX3		8.945975	
SYNPO2		8.941279	
ADH1B		8.939246	
IQSEC1		8.938682	
C10orf72		8.932022	
LIPE		8.924998	
UBE2QL1		8.913696	
ADO		8.912415	
PRPH2		8.910263	
NXPH3		8.90357	
HEY1		8.902027	
NDST1		8.898359	
DPYSL3		8.898032	
GJC1		8.884256	
CRLF1		8.87975	
SH3D19		8.863216	
MMP16		8.843336	
LIMA1		8.836391	
TGFBI		8.830119	
DDR2		8.822926	
NR4A1		8.796849	
FOXF1		8.788706	
PDGFRL		8.785696	
GPD1		8.772662	
LYVE1		8.7708435	
PRND		8.743153	
NAP1L3		8.715677	
GJB2		8.714054	
PCDH18		8.700961	
TWIST2		8.690871	
KIFC3		8.648287	
FAT4		8.636655	
COL18A1		8.635861	
TRAM2		8.632378	
ROBO2		8.629924	
FGD6		8.611351	
CLEC1A		8.610857	
INMT		8.598257	
SPRY2		8.597317	
PLXND1		8.593211	
PLCG1		8.58653	
BHLHE22		8.585527	
BMPER		8.580377	
NCOR2		8.578942	
RAB11FIP5		8.555625	
SORBS1		8.553517	
PVRL1		8.535769	
FOXE1		8.533203	
MME		8.531278	
KDELC1		8.49364	
SDK1		8.492228	
GRIK2		8.479545	
APCDD1L		8.460304	
PARVA		8.454581	
DRP2		8.45396	
AKAP2		8.445463	
CCBE1		8.445278	
ID3		8.43959	
FOXS1		8.414592	
SLC22A3		8.404015	
FAM20C		8.401268	
TIE1		8.397282	
KLHL4		8.397055	
MGP		8.384476	
MEGF8		8.384039	
C3orf70		8.363452	
DLX5		8.337734	
CD276		8.32047	
NPNT		8.319228	
LIF		8.318003	
RFTN2		8.315581	
CDK14		8.305113	
KCNAB1		8.304496	
WDR86		8.294616	
SYNC		8.280774	
DAB2		8.273089	
DPT		8.270851	
RASSF8		8.269696	
TPM1		8.269117	
UNC5B		8.265815	
ITGA8		8.247774	
TMEM130		8.237813	
RAI14		8.22132	
GNG11		8.219614	
EPYC		8.211596	
PCDHGC5		8.197924	
PLEC		8.197493	
ROR2		8.175413	
S1PR1		8.152161	
FIBIN		8.143137	
EFEMP1		8.125117	
ACTN1		8.122523	
WNT2B		8.087437	
ELTD1		8.071122	
SALL4		8.066903	
HAS1		8.064167	
FAM109A		8.057927	
PABPC5		8.036851	
NEDD9		8.030536	
FBLN5		8.030448	
POSTN		8.024053	
PLA2G2A		8.019365	
DEPDC7		8.016729	
LGI2		7.9962397	
OLFML2A		7.980859	
PAPPA		7.9733043	
TNFRSF19		7.9577723	
BICD2		7.953567	
BCAR1		7.9414134	
KANK3		7.938134	
MMP17		7.9319453	
LPPR2		7.9145923	
ADAMTSL3		7.908498	
HLX		7.8965554	
KANK2		7.8948336	
ACCN1		7.888979	
NTM		7.8851957	
CHST15		7.875626	
ANXA8		7.8746567	
ITIH3		7.851021	
FAM189A1		7.8451285	
FKBP10		7.836681	
MBNL2		7.8294964	
AMOTL2		7.8206897	
PID1		7.81851	
RTN4		7.8179584	
DARC		7.8160534	
HSD17B6		7.8120584	
SPOCD1		7.798385	
ADARB1		7.785383	
SOX4		7.7792015	
HS2ST1		7.767769	
ATP1A2		7.7608786	
SLC6A1		7.757522	
SEC23A		7.7561097	
BDKRB1		7.736571	
VEGFC		7.7118144	
C7orf10		7.6994805	
PRTG		7.6905	
COL7A1		7.690343	
EPHA2		7.676496	
WHAMML1		7.6742473	
APOD		7.6741605	
MFAP2		7.6709723	
VTN		7.667983	
SMAD9		7.640502	
ZCCHC18		7.632184	
SIX3		7.6126127	
ANKRD50		7.604448	
FGFR3		7.5882025	
B3GAT1		7.5815563	
ESAM		7.574548	
LAMA4		7.566852	
SYDE1		7.566818	
FAM126A		7.543076	
CRISPLD1		7.5402627	
PTPRB		7.533153	
COL25A1		7.526521	
FZD7		7.5243826	
ASXL3		7.520961	
TMEM132B		7.502545	
FGF3		7.498376	
FMO1		7.496459	
GPR64		7.484467	
MOXD1		7.4801893	
SEMA5A		7.478938	
TBC1D8B		7.4444213	
BASP1		7.4432707	
LRRC4C		7.424413	
CST1		7.4243712	
VWF		7.4185534	
PTGIR		7.410703	
RIN2		7.4081874	
SAMD4A		7.382352	
ITGA2		7.3708534	
PPP1R3C		7.3704658	
FLJ42709		7.358793	
FHL3		7.3567724	
BCAT1		7.3484435	
SKI		7.3427606	
F3		7.340213	
ARSB		7.3347917	
MCC		7.3288593	
ANXA6		7.30915	
GPR17		7.296766	
SNX18		7.2864885	
EFR3B		7.284837	
ARHGAP28		7.280785	
TNFRSF10D		7.278994	
SLC2A10		7.2782645	
ARID5B		7.2550573	
PTK7		7.2540817	
XIRP1		7.2185125	
SERINC5		7.2141786	
GPR85		7.21297	
RASA3		7.2042665	
NEDD4		7.19689	
REP15		7.1958995	
DUSP1		7.192176	
HAS2		7.1804667	
BAALC		7.1784143	
GREM1		7.172322	
FSCN2		7.1722136	
NOVA2		7.149996	
TUBB2A		7.1497755	
RHOBTB2		7.147685	
DNM1		7.133811	
SEPT4		7.1323075	
NCAM2		7.128762	
TMEM132E		7.1271634	
CBX6		7.1112175	
JUB		7.084791	
PDZD4		7.0664487	
GPER		7.059429	
ARHGAP31		7.0516243	
IRGQ		7.044618	
FOSB		7.0298214	
MYO1D		7.0211816	
CNPY4		7.0139337	
EXTL3		7.005328	
TMEM198		6.9972544	
FGF18		6.99088	
THY1		6.9864187	
PDE10A		6.9859824	
HS3ST2		6.976248	
GPR4		6.968085	
DCBLD1		6.964432	
DSE		6.96241	
PLS3		6.954384	
SDPR		6.9469905	
CRMP1		6.9204903	
ODZ2		6.9061337	
ABHD2		6.90296	
GAD1		6.8929553	
C9orf110		6.880602	
DLG4		6.8667955	
NT5E		6.8624296	
CYP1B1		6.850043	
FKBP9		6.8413787	
F2RL2		6.8064036	
FGF17		6.799004	
FAT1		6.790949	
HSPB8		6.781691	
LRRN3		6.7751	
EGFL7		6.7648315	
SGK223		6.7634597	
NDN		6.76224	
ORAI2		6.754855	
RASAL2		6.7547517	
PCOLCE2		6.738886	
TCF21		6.7346144	
HRH2		6.7291303	
ENC1		6.724897	
ANXA8L2		6.7234445	
LPAR1		6.721146	
COL27A1		6.71029	
ZNF365		6.6906004	
DOCK6		6.6850843	
SPNS2		6.681868	
IL11		6.6811404	
SGCD		6.6679363	
SCHIP1		6.6606264	
ITSN1		6.657814	
COL6A6		6.6521997	
FLG		6.6479125	
TANC2		6.629527	
CKAP4		6.61214	
VASH1		6.6090617	
ITGA10		6.603655	
ADAMTSL5		6.6011806	
RNASE4		6.5835013	
SHANK3		6.579872	
FAM84A		6.571578	
C19orf26		6.561891	
CLIC3		6.554439	
LIMS2		6.553668	
GNG2		6.536324	
KIT		6.532143	
FGF9		6.530632	
KIAA0754		6.5100403	
EMP1		6.504004	
SHOX2		6.50184	
ZNF423		6.47899	
GPR133		6.475649	
ANKRD53		6.473807	
SHE		6.470694	
PODXL		6.4680986	
MLLT11		6.437667	
TSPAN9		6.417862	
LDLRAD2		6.411801	
KRT17		6.40725	
PCDHB3		6.397714	
MASP1		6.3972244	
F5		6.3957	
TSC22D2		6.387756	
BCL6B		6.3845344	
HOXA1		6.3759108	
SIK1		6.367457	
IGLON5		6.3522687	
GOLIM4		6.3502097	
RGS5		6.3404064	
ABTB2		6.340243	
SNCAIP		6.3400145	
IRS1		6.337972	
FABP4		6.3356233	
MLXIP		6.3305807	
SCUBE2		6.3254223	
PPM1F		6.3207393	
DPYSL4		6.3186493	
SOX7		6.3142905	
LY6D		6.30707	
CALB2		6.3017097	
DYNC1I1		6.3000054	
SIM2		6.299168	
ALDH1A2		6.2980585	
ENG		6.283934	
ZC3H13		6.2599525	
LPL		6.2599034	
NRIP2		6.249326	
C8orf58		6.2452974	
C17orf91		6.2384334	
GDF10		6.2212405	
RASD2		6.215705	
RHOB		6.214398	
LAMA1		6.211242	
ELK3		6.207148	
RHBDF1		6.195972	
ST6GALNAC3		6.191483	
CFD		6.1911635	
ACSL1		6.1858134	
TSPAN5		6.1849504	
CASK		6.181175	
ABCA9		6.176968	
TSHZ2		6.1733828	
NLGN2		6.1638117	
ENAH		6.158415	
ISLR2		6.15024	
VASH2		6.1481023	
MRC1		6.1471086	
LXN		6.1463556	
JPH4		6.134469	
PTHLH		6.1245484	
SMO		6.118263	
VSTM2L		6.1146603	
FMOD		6.1041055	
DIXDC1		6.100016	
PTPN21		6.0992546	
P4HA2		6.090366	
ARHGAP24		6.084319	
PCDHGA9		6.0746818	
GDF11		6.06741	
CCRL1		6.060494	
ARL15		6.0593266	
EXTL1		6.0586505	
FNDC4		6.0584774	
CDK6		6.0482845	
SPRED1		6.045418	
SMTNL2		6.0445023	
IGF2		6.043532	
TWIST1		6.03778	
CYYR1		6.0306363	
DLL1		6.022837	
CAV1		6.0103817	
TTYH3		6.0050116	
PLXNA4		6.0044627	
VAV2		5.9989276	
PCDHGB1		5.9983497	
KDR		5.996772	
KCND3		5.989051	
DAPK3		5.9888124	
ECSCR		5.9873004	
SOX11		5.987038	
HECW1		5.984745	
CLIP2		5.9814744	
MICAL2		5.977474	
DACT2		5.9667864	
C17orf51		5.9635253	
NRP2		5.953974	
DKK2		5.933566	
PPP1R13L		5.930493	
SLC34A3		5.9106264	
KIAA1199		5.894389	
ACVRL1		5.8930244	
PNMAL1		5.892157	
GADD45B		5.8855243	
STARD8		5.8769464	
C5orf46		5.8734903	
CORO6		5.8686953	
PCDHB6		5.846726	
GNA12		5.8464165	
FLT4		5.8444767	
SOCS5		5.8289	
DAPK1		5.8281765	
ADAM23		5.827294	
PLXNA1		5.8258486	
TMEM119		5.823095	
BAI2		5.8152294	
GRASP		5.811694	
SNAI1		5.8097506	
SPOCK2		5.808758	
IQCA1		5.797549	
BNC2		5.7868557	
CPXM2		5.7640905	
MYO1B		5.7544737	
VCAM1		5.750356	
SIX2		5.747607	
ZMAT3		5.7453885	
MAPK12		5.7399454	
ARHGEF10		5.738702	
SPAG9		5.735755	
ZBTB47		5.7249155	
HHIPL1		5.719692	
CLN8		5.719642	
NLGN4X		5.7189946	
FOXF2		5.717991	
WNT11		5.7125077	
RARRES2		5.701724	
IGFBP7		5.6972623	
GAS1		5.692927	
AMOT		5.6922617	
MGAT5B		5.690793	
NACC2		5.680357	
AVPR1A		5.6800585	
ARL10		5.6730633	
AFF3		5.6728826	
TSPAN7		5.6703196	
CYP7B1		5.6635213	
NTRK2		5.663051	
GPRASP1		5.6482334	
CLDN19		5.6450753	
KCNJ8		5.6448092	
PHLDA1		5.643532	
FAM114A1		5.6430407	
ITGB1		5.6218977	
NES		5.6205277	
CRYGN		5.619388	
KDM6B		5.6186085	
CPE		5.614984	
MUC5B		5.6052628	
GJC2		5.6016316	
SPTBN1		5.6003227	
EMILIN3		5.5922675	
SGIP1		5.5875926	
FERMT2		5.580989	
RIMBP2		5.5802274	
DIO2		5.5734153	
RNF144A		5.561039	
GDF6		5.5510035	
FAM19A5		5.547095	
PDZRN4		5.5464196	
THBS4		5.5424805	
WSCD1		5.5405297	
LAMA2		5.535257	
PTH1R		5.528541	
STX2		5.516721	
DZIP1L		5.5156984	
ST8SIA1		5.49793	
CRY2		5.4772205	
ZNF219		5.476642	
SMARCA1		5.4740424	
C12orf53		5.4685893	
APP		5.4542837	
ZNF853		5.4537115	
SEMA3G		5.453169	
FAM26E		5.445053	
GPSM1		5.4399066	
BTBD19		5.4367123	
DPP6		5.433876	
CCDC8		5.4263883	
TUBA1A		5.425211	
SPSB4		5.41185	
GLIPR1		5.4065104	
ABLIM3		5.3999767	
LRRTM4		5.399478	
SLC39A13		5.3894296	
DGKD		5.3784256	
SUFU		5.371089	
KCNA6		5.3588123	
ZNF462		5.35765	
PAR5		5.352808	
BCAS1		5.348283	
KIAA1462		5.3314576	
SPRY4		5.3223214	
SPHK1		5.317519	
BACH2		5.3040147	
NUDT11		5.3028655	
PHF2		5.3018804	
P4HA1		5.295559	
DNAJB4		5.295513	
RUNX1T1		5.2925773	
MARK4		5.289247	
NRBF2		5.283556	
KIAA0802		5.2791896	
PPL		5.277817	
CCDC88A		5.2774496	
GLI2		5.2709203	
FAM65A		5.2706494	
CALCRL		5.25573	
MAPKBP1		5.2477074	
GNB3		5.237775	
CACNG4		5.2370644	
CERK		5.2316594	
WTIP		5.2254877	
CDR2		5.2212687	
PJA2		5.2038207	
PPP1R3B		5.194134	
KSR1		5.191385	
LIX1L		5.190922	
SMTN		5.187897	
PARD3B		5.1808686	
VPS13B		5.177179	
C13orf18		5.1757956	
TUBB2B		5.1753864	
C4orf49		5.170781	
ADCY6		5.165962	
ROR1		5.165262	
TTBK2		5.1616955	
TRIM16		5.160203	
GATSL1		5.154866	
TRIB2		5.153647	
KCNJ4		5.14056	
FZD2		5.131907	
MPDZ		5.1315618	
FGF19		5.126467	
GOPC		5.124905	
GDPD5		5.1243644	
CREB3L2		5.117786	
RAB11FIP2		5.107544	
PHYHIP		5.0968184	
ST8SIA2		5.095735	
PDE5A		5.0716677	
PCDHGB7		5.0627327	
ABL2		5.034795	
VAT1		5.031748	
CLEC2B		5.023953	
GEFT		5.0234704	
RND3		5.023404	
PPARGC1A		5.0211987	
MAB21L2		5.0129976	
ITPR2		5.0106993	
FAM135B		5.0045543	
SEC24D		4.985531	
WFIKKN2		4.981577	
MFGE8		4.981517	
DACH1		4.980119	
IL18R1		4.9754076	
NPDC1		4.971764	
TP53INP2		4.9648805	
SGK269		4.9555163	
ANKLE1		4.9545345	
PLEKHG2		4.946172	
GGN		4.945003	
APCDD1		4.943923	
TOM1L2		4.9409847	
LRP12		4.9367743	
SLC4A4		4.9323936	
TNFSF4		4.92512	
CACNB2		4.9234076	
PALM2		4.9215884	
RILPL1		4.9159474	
PCDHB4		4.9145455	
ACVR2A		4.909105	
CRYGS		4.9086804	
EVI5		4.9062524	
EEF1A2		4.906118	
NHSL2		4.897994	
LHX1		4.8965673	
ZCCHC14		4.8962235	
PCDHB12		4.89436	
ISPD		4.8907905	
C11orf41		4.8848286	
GALNT1		4.8833632	
ACAN		4.880952	
TRIO		4.8783946	
C3orf64		4.8556795	
MAPRE2		4.8540697	
FOSL2		4.8440275	
BMPR2		4.843986	
FAM5B		4.8430314	
ARID3A		4.822651	
KIAA1614		4.822617	
LCA5		4.8211627	
ARNT2		4.8143525	
KCNB1		4.8114324	
PCBP3		4.8098736	
INS-IGF2		4.8083854	
CSRNP3		4.8071847	
IKBIP		4.804152	
EPHA3		4.802829	
C5orf53		4.798986	
CUBN		4.798716	
UBL3		4.783203	
PDGFB		4.781968	
EXT1		4.7815237	
C9orf45		4.767988	
NGF		4.766846	
