"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"34","down",TRUE,1.88415270896798e-10,426,554,47,0.0848375451263538,0.110328638497653,"GO:0007346","GO:BP","regulation of mitotic cell cycle",16178,2889,"GO:0000278, GO:0051726"
"35","down",TRUE,2.40364566875633e-10,119,554,24,0.0433212996389892,0.201680672268908,"GO:0051783","GO:BP","regulation of nuclear division",16178,14388,"GO:0000280, GO:0033043"
"4886","down",TRUE,4.14991442323655e-10,121,451,26,0.057649667405765,0.214876033057851,"REAC:R-HSA-69239","REAC","Synthesis of DNA",10842,2304,"REAC:R-HSA-69242, REAC:R-HSA-69306"
"4887","down",TRUE,5.0033212492886e-10,195,451,33,0.0731707317073171,0.169230769230769,"REAC:R-HSA-69275","REAC","G2/M Transition",10842,976,"REAC:R-HSA-453274"
"4888","down",TRUE,5.06430756297869e-10,123,451,26,0.057649667405765,0.211382113821138,"REAC:R-HSA-2500257","REAC","Resolution of Sister Chromatid Cohesion",10842,2012,"REAC:R-HSA-68877"
"4889","down",TRUE,5.21774006641621e-10,197,451,33,0.0731707317073171,0.16751269035533,"REAC:R-HSA-453274","REAC","Mitotic G2-G2/M phases",10842,1434,"REAC:R-HSA-69278"
"4890","down",TRUE,5.21774006641621e-10,88,451,22,0.0487804878048781,0.25,"REAC:R-HSA-174143","REAC","APC/C-mediated degradation of cell cycle proteins",10842,21,"REAC:R-HSA-453276"
"4891","down",TRUE,5.21774006641621e-10,88,451,22,0.0487804878048781,0.25,"REAC:R-HSA-453276","REAC","Regulation of mitotic cell cycle",10842,1978,"REAC:R-HSA-69278"
"4892","down",TRUE,5.94001465967497e-10,199,451,33,0.0731707317073171,0.165829145728643,"REAC:R-HSA-68877","REAC","Mitotic Prometaphase",10842,1437,"REAC:R-HSA-68886"
"36","down",TRUE,7.42991921649583e-10,249,554,34,0.0613718411552347,0.136546184738956,"GO:0015980","GO:BP","energy derivation by oxidation of organic compounds",16178,5120,"GO:0006091"
"37","down",TRUE,9.94443953982013e-10,44,554,15,0.0270758122743682,0.340909090909091,"GO:0007094","GO:BP","mitotic spindle assembly checkpoint signaling",16178,2708,"GO:0045841, GO:0071173, GO:0071174"
"38","down",TRUE,9.94443953982013e-10,44,554,15,0.0270758122743682,0.340909090909091,"GO:0071173","GO:BP","spindle assembly checkpoint signaling",16178,16967,"GO:0031577"
"39","down",TRUE,9.94443953982013e-10,44,554,15,0.0270758122743682,0.340909090909091,"GO:0071174","GO:BP","mitotic spindle checkpoint signaling",16178,16968,"GO:0007093, GO:0031577"
"40","down",TRUE,1.2809131699664e-09,45,554,15,0.0270758122743682,0.333333333333333,"GO:0031577","GO:BP","spindle checkpoint signaling",16178,7484,"GO:0000075"
"41","down",TRUE,1.2809131699664e-09,45,554,15,0.0270758122743682,0.333333333333333,"GO:2000816","GO:BP","negative regulation of mitotic sister chromatid separation",16178,26756,"GO:0010965, GO:0033048, GO:0051306, GO:1905819"
"42","down",TRUE,1.2809131699664e-09,45,554,15,0.0270758122743682,0.333333333333333,"GO:0033046","GO:BP","negative regulation of sister chromatid segregation",16178,8281,"GO:0000819, GO:0033045, GO:0051985, GO:2001251"
"43","down",TRUE,1.2809131699664e-09,45,554,15,0.0270758122743682,0.333333333333333,"GO:0045841","GO:BP","negative regulation of mitotic metaphase/anaphase transition",16178,12055,"GO:0007091, GO:0030071, GO:0045839, GO:1901991, GO:1902100, GO:2000816"
"44","down",TRUE,1.2809131699664e-09,45,554,15,0.0270758122743682,0.333333333333333,"GO:0033048","GO:BP","negative regulation of mitotic sister chromatid segregation",16178,8283,"GO:0000070, GO:0033046, GO:0033047"
"4893","down",TRUE,1.57396954680635e-09,162,451,29,0.0643015521064302,0.179012345679012,"REAC:R-HSA-69242","REAC","S Phase",10842,2044,"REAC:R-HSA-69278"
"46","down",TRUE,2.40187835787444e-09,47,554,15,0.0270758122743682,0.319148936170213,"GO:1905819","GO:BP","negative regulation of chromosome separation",16178,25590,"GO:0051304, GO:0051985, GO:1905818"
"47","down",TRUE,2.40187835787444e-09,47,554,15,0.0270758122743682,0.319148936170213,"GO:0051985","GO:BP","negative regulation of chromosome segregation",16178,14505,"GO:0007059, GO:0010948, GO:0051983"
"48","down",TRUE,2.40187835787444e-09,47,554,15,0.0270758122743682,0.319148936170213,"GO:1902100","GO:BP","negative regulation of metaphase/anaphase transition of cell cycle",16178,22554,"GO:0044784, GO:1901988, GO:1902099"
"49","down",TRUE,2.47016686042614e-09,134,554,24,0.0433212996389892,0.17910447761194,"GO:0007093","GO:BP","mitotic cell cycle checkpoint signaling",16178,2707,"GO:0000075, GO:0045930, GO:1903047"
"50","down",TRUE,2.52616950870224e-09,123,554,23,0.0415162454873646,0.186991869918699,"GO:0007052","GO:BP","mitotic spindle organization",16178,2682,"GO:0007051, GO:1902850"
"4894","down",TRUE,2.76584186967771e-09,177,451,30,0.0665188470066519,0.169491525423729,"REAC:R-HSA-1428517","REAC","The citric acid (TCA) cycle and respiratory electron transport",10842,2424,"REAC:R-HSA-1430728"
"4895","down",TRUE,2.94263592341642e-09,79,451,20,0.0443458980044346,0.253164556962025,"REAC:R-HSA-8852276","REAC","The role of GTSE1 in G2/M progression after G2 checkpoint",10842,2429,"REAC:R-HSA-69275"
"4896","down",TRUE,3.23549083373105e-09,136,451,26,0.057649667405765,0.191176470588235,"REAC:R-HSA-5663220","REAC","RHO GTPases Activate Formins",10842,1797,"REAC:R-HSA-195258"
"4897","down",TRUE,3.75309640086386e-09,127,451,25,0.0554323725055432,0.196850393700787,"REAC:R-HSA-163200","REAC","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",10842,2015,"REAC:R-HSA-1428517"
"51","down",TRUE,6.45667994229169e-09,177,554,27,0.0487364620938628,0.152542372881356,"GO:0000075","GO:BP","cell cycle checkpoint signaling",16178,27,"GO:0035556, GO:1901988"
"52","down",TRUE,6.60892419108997e-09,29,554,12,0.0216606498194946,0.413793103448276,"GO:1905820","GO:BP","positive regulation of chromosome separation",16178,25591,"GO:0051304, GO:0090068, GO:1905818"
"55","down",TRUE,7.08652437700181e-09,43,554,14,0.0252707581227437,0.325581395348837,"GO:0006695","GO:BP","cholesterol biosynthetic process",16178,2430,"GO:0008203, GO:0016126, GO:1902653"
"56","down",TRUE,7.08652437700181e-09,43,554,14,0.0252707581227437,0.325581395348837,"GO:1902653","GO:BP","secondary alcohol biosynthetic process",16178,22976,"GO:0046165, GO:1902652"
"57","down",TRUE,7.55957437951982e-09,51,554,15,0.0270758122743682,0.294117647058824,"GO:0033047","GO:BP","regulation of mitotic sister chromatid segregation",16178,8282,"GO:0000070, GO:0033045"
"4898","down",TRUE,7.69391229086671e-09,26,451,12,0.0266075388026608,0.461538461538462,"REAC:R-HSA-191273","REAC","Cholesterol biosynthesis",10842,340,"REAC:R-HSA-8957322"
"58","down",TRUE,1.0115568118361e-08,52,554,15,0.0270758122743682,0.288461538461538,"GO:0045839","GO:BP","negative regulation of mitotic nuclear division",16178,12053,"GO:0007088, GO:0010948, GO:0045930, GO:0051784, GO:0140014"
"4899","down",TRUE,1.20215825804158e-08,77,451,19,0.0421286031042129,0.246753246753247,"REAC:R-HSA-176814","REAC","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",10842,71,"REAC:R-HSA-174143"
"4900","down",TRUE,1.38259439779288e-08,115,451,23,0.0509977827050998,0.2,"REAC:R-HSA-9648025","REAC","EML4 and NUDC in mitotic spindle formation",10842,790,"REAC:R-HSA-68877"
"4901","down",TRUE,1.55025977031616e-08,147,451,26,0.057649667405765,0.17687074829932,"REAC:R-HSA-453279","REAC","Mitotic G1 phase and G1/S transition",10842,1433,"REAC:R-HSA-69278"
"60","down",TRUE,2.51689029120838e-08,47,554,14,0.0252707581227437,0.297872340425532,"GO:0016126","GO:BP","sterol biosynthetic process",16178,5205,"GO:0006694, GO:0016125, GO:1901617"
"61","down",TRUE,2.51689029120838e-08,176,554,26,0.0469314079422383,0.147727272727273,"GO:0007051","GO:BP","spindle organization",16178,2681,"GO:0000226, GO:0022402"
"4902","down",TRUE,2.70368297313662e-08,81,451,19,0.0421286031042129,0.234567901234568,"REAC:R-HSA-176408","REAC","Regulation of APC/C activators between G1/S and early anaphase",10842,1912,"REAC:R-HSA-174143"
"62","down",TRUE,2.97423241351796e-08,152,554,24,0.0433212996389892,0.157894736842105,"GO:1902850","GO:BP","microtubule cytoskeleton organization involved in mitosis",16178,23125,"GO:0000226, GO:1903047"
"63","down",TRUE,3.91266040056564e-08,57,554,15,0.0270758122743682,0.263157894736842,"GO:0051784","GO:BP","negative regulation of nuclear division",16178,14389,"GO:0000280, GO:0010639, GO:0051783"
"4903","down",TRUE,3.93896924587129e-08,74,451,18,0.0399113082039911,0.243243243243243,"REAC:R-HSA-174178","REAC","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",10842,25,"REAC:R-HSA-174143"
"64","down",TRUE,3.97707439705949e-08,107,554,20,0.036101083032491,0.186915887850467,"GO:0022900","GO:BP","electron transport chain",16178,6867,"GO:0006091"
"4904","down",TRUE,6.05443619209316e-08,76,451,18,0.0399113082039911,0.236842105263158,"REAC:R-HSA-176409","REAC","APC/C:Cdc20 mediated degradation of mitotic proteins",10842,24,"REAC:R-HSA-176814"
"65","down",TRUE,6.14171193706249e-08,88,554,18,0.0324909747292419,0.204545454545455,"GO:0042773","GO:BP","ATP synthesis coupled electron transport",16178,10707,"GO:0006119, GO:0022904"
"66","down",TRUE,6.14171193706249e-08,88,554,18,0.0324909747292419,0.204545454545455,"GO:0042775","GO:BP","mitochondrial ATP synthesis coupled electron transport",16178,10709,"GO:0042773"
"67","down",TRUE,6.35233057011456e-08,99,554,19,0.0342960288808664,0.191919191919192,"GO:0022904","GO:BP","respiratory electron transport chain",16178,6868,"GO:0022900, GO:0045333"
"68","down",TRUE,6.35233057011456e-08,240,554,30,0.0541516245487365,0.125,"GO:0033044","GO:BP","regulation of chromosome organization",16178,8279,"GO:0033043, GO:0051276"
"4905","down",TRUE,1.41014270881206e-07,109,451,21,0.0465631929046563,0.192660550458716,"REAC:R-HSA-69618","REAC","Mitotic Spindle Checkpoint",10842,1439,"REAC:R-HSA-69620"
"4906","down",TRUE,1.445686514364e-07,359,451,41,0.0909090909090909,0.114206128133705,"REAC:R-HSA-3700989","REAC","Transcriptional Regulation by TP53",10842,2472,"REAC:R-HSA-212436"
"70","down",TRUE,2.1116728891993e-07,481,554,44,0.0794223826714801,0.0914760914760915,"GO:0044283","GO:BP","small molecule biosynthetic process",16178,11319,"GO:0009058, GO:0044281"
"4907","down",TRUE,2.22608960680715e-07,92,451,19,0.0421286031042129,0.206521739130435,"REAC:R-HSA-69052","REAC","Switching of origins to a post-replicative state",10842,2293,"REAC:R-HSA-69239"
"71","down",TRUE,2.46664672756337e-07,225,554,28,0.0505415162454874,0.124444444444444,"GO:1901988","GO:BP","negative regulation of cell cycle phase transition",16178,22457,"GO:0010948, GO:0044770, GO:1901987"
"73","down",TRUE,3.05533204055799e-07,213,554,27,0.0487364620938628,0.126760563380282,"GO:0090068","GO:BP","positive regulation of cell cycle process",16178,18519,"GO:0010564, GO:0022402, GO:0045787"
"74","down",TRUE,5.09034478706525e-07,496,554,44,0.0794223826714801,0.0887096774193548,"GO:0090407","GO:BP","organophosphate biosynthetic process",16178,18806,"GO:0019637, GO:1901576"
"75","down",TRUE,5.09517201199988e-07,263,554,30,0.0541516245487365,0.114068441064639,"GO:0010948","GO:BP","negative regulation of cell cycle process",16178,4584,"GO:0010564, GO:0022402, GO:0045786"
"76","down",TRUE,5.65960504764678e-07,90,554,17,0.0306859205776173,0.188888888888889,"GO:2001251","GO:BP","negative regulation of chromosome organization",16178,27126,"GO:0010639, GO:0033044, GO:0051276"
"4908","down",TRUE,6.65442876817104e-07,130,451,22,0.0487804878048781,0.169230769230769,"REAC:R-HSA-69206","REAC","G1/S Transition",10842,970,"REAC:R-HSA-453279"
"77","down",TRUE,6.97605155437863e-07,484,554,43,0.0776173285198556,0.0888429752066116,"GO:0009117","GO:BP","nucleotide metabolic process",16178,3323,"GO:0006753"
"4909","down",TRUE,7.04443067350471e-07,109,451,20,0.0443458980044346,0.18348623853211,"REAC:R-HSA-5696398","REAC","Nucleotide Excision Repair",10842,1574,"REAC:R-HSA-73894"
"4910","down",TRUE,1.21653882649937e-06,92,451,18,0.0399113082039911,0.195652173913043,"REAC:R-HSA-141424","REAC","Amplification of signal from the kinetochores",10842,139,"REAC:R-HSA-69618"
"4911","down",TRUE,1.21653882649937e-06,92,451,18,0.0399113082039911,0.195652173913043,"REAC:R-HSA-141444","REAC","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",10842,138,"REAC:R-HSA-141424"
"80","down",TRUE,1.22331322204927e-06,494,554,43,0.0776173285198556,0.0870445344129555,"GO:0006753","GO:BP","nucleoside phosphate metabolic process",16178,2478,"GO:0006796, GO:0019637, GO:0055086"
"4912","down",TRUE,1.27640036571191e-06,73,451,16,0.0354767184035477,0.219178082191781,"REAC:R-HSA-174184","REAC","Cdc20:Phospho-APC/C mediated degradation of Cyclin A",10842,312,"REAC:R-HSA-179419"
"81","down",TRUE,1.32698906460205e-06,158,554,22,0.0397111913357401,0.139240506329114,"GO:1901991","GO:BP","negative regulation of mitotic cell cycle phase transition",16178,22460,"GO:0044772, GO:0045930, GO:1901988, GO:1901990"
"4913","down",TRUE,1.52362949219435e-06,74,451,16,0.0354767184035477,0.216216216216216,"REAC:R-HSA-179419","REAC","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",10842,26,"REAC:R-HSA-176409"
"4914","down",TRUE,1.89373842010939e-06,187,451,26,0.057649667405765,0.13903743315508,"REAC:R-HSA-69306","REAC","DNA Replication",10842,431,"REAC:0000000"
"6103","down",TRUE,2.48120619360719e-06,120,366,22,0.0601092896174863,0.183333333333333,"WP:WP179","WP","Cell cycle",8286,47,"WP:000000"
"4915","down",TRUE,2.61462498441375e-06,77,451,16,0.0354767184035477,0.207792207792208,"REAC:R-HSA-6781827","REAC","Transcription-Coupled Nucleotide Excision Repair (TC-NER)",10842,2467,"REAC:R-HSA-5696398"
"6104","down",TRUE,2.77753584351051e-06,18,366,9,0.0245901639344262,0.5,"WP:WP5193","WP","Cholesterol synthesis disorders",8286,693,"WP:000000"
"6105","down",TRUE,2.77753584351051e-06,36,366,12,0.0327868852459016,0.333333333333333,"WP:WP5333","WP","Enterocyte cholesterol metabolism",8286,758,"WP:000000"
"4916","down",TRUE,2.8042522842437e-06,68,451,15,0.0332594235033259,0.220588235294118,"REAC:R-HSA-174154","REAC","APC/C:Cdc20 mediated degradation of Securin",10842,23,"REAC:R-HSA-176409"
"85","down",TRUE,3.06033132208856e-06,270,554,29,0.0523465703971119,0.107407407407407,"GO:0045787","GO:BP","positive regulation of cell cycle",16178,12015,"GO:0007049, GO:0048522, GO:0051726"
"86","down",TRUE,4.10628320649586e-06,227,554,26,0.0469314079422383,0.114537444933921,"GO:0006260","GO:BP","DNA replication",16178,2098,"GO:0006259"
"4917","down",TRUE,4.22934585504787e-06,319,451,35,0.0776053215077605,0.109717868338558,"REAC:R-HSA-195258","REAC","RHO GTPase Effectors",10842,1795,"REAC:R-HSA-194315"
"4918","down",TRUE,4.90297564194818e-06,71,451,15,0.0332594235033259,0.211267605633803,"REAC:R-HSA-68949","REAC","Orc1 removal from chromatin",10842,1594,"REAC:R-HSA-69052"
"87","down",TRUE,5.45884670840913e-06,19,554,8,0.0144404332129964,0.421052631578947,"GO:1901970","GO:BP","positive regulation of mitotic sister chromatid separation",16178,22445,"GO:0010965, GO:0051306, GO:1905820"
"88","down",TRUE,5.74160575420509e-06,82,554,15,0.0270758122743682,0.182926829268293,"GO:0019646","GO:BP","aerobic electron transport chain",16178,6172,"GO:0006119, GO:0009060, GO:0022904"
"89","down",TRUE,5.7535956920426e-06,201,554,24,0.0433212996389892,0.119402985074627,"GO:0045930","GO:BP","negative regulation of mitotic cell cycle",16178,12122,"GO:0000278, GO:0007346, GO:0045786"
"4919","down",TRUE,6.02756698186196e-06,103,451,18,0.0399113082039911,0.174757281553398,"REAC:R-HSA-611105","REAC","Respiratory electron transport",10842,2014,"REAC:R-HSA-163200"
"90","down",TRUE,6.41665085594388e-06,264,554,28,0.0505415162454874,0.106060606060606,"GO:0051301","GO:BP","cell division",16178,14080,"GO:0009987"
"6106","down",TRUE,6.625570799987e-06,15,366,8,0.0218579234972678,0.533333333333333,"WP:WP197","WP","Cholesterol biosynthesis pathway",8286,54,"WP:000000"
"4920","down",TRUE,6.88447843985112e-06,73,451,15,0.0332594235033259,0.205479452054795,"REAC:R-HSA-69017","REAC","CDK-mediated phosphorylation and removal of Cdc6",10842,264,"REAC:R-HSA-69052"
"6107","down",TRUE,9.108226685108e-06,104,366,19,0.0519125683060109,0.182692307692308,"WP:WP111","WP","Electron transport chain OXPHOS system in mitochondria",8286,5,"WP:000000"
"4923","down",TRUE,1.06619070370438e-05,167,451,23,0.0509977827050998,0.137724550898204,"REAC:R-HSA-69481","REAC","G2/M Checkpoints",10842,973,"REAC:R-HSA-69620"
"4925","down",TRUE,1.28367849176664e-05,195,451,25,0.0554323725055432,0.128205128205128,"REAC:R-HSA-9711123","REAC","Cellular response to chemical stress",10842,326,"REAC:R-HSA-2262752"
"6108","down",TRUE,1.45638749522038e-05,12,366,7,0.0191256830601093,0.583333333333333,"WP:WP4629","WP","Aerobic glycolysis",8286,477,"WP:000000"
"91","down",TRUE,1.67696717169527e-05,213,554,24,0.0433212996389892,0.112676056338028,"GO:0009141","GO:BP","nucleoside triphosphate metabolic process",16178,3345,"GO:0006753"
"4926","down",TRUE,1.9870573880458e-05,60,451,13,0.0288248337028825,0.216666666666667,"REAC:R-HSA-187577","REAC","SCF(Skp2)-mediated degradation of p27/p21",10842,2062,"REAC:R-HSA-69202, REAC:R-HSA-69656"
"4927","down",TRUE,1.9870573880458e-05,60,451,13,0.0288248337028825,0.216666666666667,"REAC:R-HSA-983189","REAC","Kinesins",10842,1257,"REAC:R-HSA-983231"
"4928","down",TRUE,2.06110943864592e-05,329,451,34,0.0753880266075388,0.103343465045593,"REAC:R-HSA-73894","REAC","DNA Repair",10842,430,"REAC:0000000"
"92","down",TRUE,2.40485445329642e-05,385,554,34,0.0613718411552347,0.0883116883116883,"GO:0019693","GO:BP","ribose phosphate metabolic process",16178,6216,"GO:0006796, GO:0019637, GO:1901135"
"93","down",TRUE,3.28470422712202e-05,11,554,6,0.0108303249097473,0.545454545454545,"GO:0051256","GO:BP","mitotic spindle midzone assembly",16178,14051,"GO:0000022, GO:0051255, GO:0090307, GO:1903047"
"4930","down",TRUE,3.38862746863664e-05,63,451,13,0.0288248337028825,0.206349206349206,"REAC:R-HSA-6782210","REAC","Gap-filling DNA repair synthesis and ligation in TC-NER",10842,1006,"REAC:R-HSA-6781827"
"94","down",TRUE,3.43222079703424e-05,94,554,15,0.0270758122743682,0.159574468085106,"GO:0008203","GO:BP","cholesterol metabolic process",16178,3164,"GO:0016125, GO:1902652"
"95","down",TRUE,3.5696075037223e-05,339,554,31,0.055956678700361,0.0914454277286136,"GO:0045786","GO:BP","negative regulation of cell cycle",16178,12014,"GO:0007049, GO:0048523, GO:0051726"
"96","down",TRUE,3.72720732838917e-05,148,554,19,0.0342960288808664,0.128378378378378,"GO:0006261","GO:BP","DNA-templated DNA replication",16178,2099,"GO:0006260"
"6109","down",TRUE,3.72917033240247e-05,47,366,12,0.0327868852459016,0.25531914893617,"WP:WP4718","WP","Cholesterol metabolism with Bloch and Kandutsch Russell pathways",8286,496,"WP:000000"
"97","down",TRUE,3.91279261901821e-05,83,554,14,0.0252707581227437,0.168674698795181,"GO:0000281","GO:BP","mitotic cytokinesis",16178,80,"GO:0061640, GO:1903047"
"98","down",TRUE,3.92075868150524e-05,108,554,16,0.0288808664259928,0.148148148148148,"GO:0050000","GO:BP","chromosome localization",16178,13608,"GO:0051640"
"99","down",TRUE,3.92075868150524e-05,193,554,22,0.0397111913357401,0.113989637305699,"GO:0046390","GO:BP","ribose phosphate biosynthetic process",16178,12519,"GO:0019693, GO:0090407, GO:1901137"
"4931","down",TRUE,4.01799736051516e-05,64,451,13,0.0288248337028825,0.203125,"REAC:R-HSA-174084","REAC","Autodegradation of Cdh1 by Cdh1:APC/C",10842,185,"REAC:R-HSA-174143"
"100","down",TRUE,4.26316466103672e-05,96,554,15,0.0270758122743682,0.15625,"GO:0051310","GO:BP","metaphase chromosome alignment",16178,14089,"GO:0051303, GO:0098813"
"101","down",TRUE,4.40286855340279e-05,136,554,18,0.0324909747292419,0.132352941176471,"GO:0006694","GO:BP","steroid biosynthetic process",16178,2429,"GO:0008202, GO:0008610, GO:1901362"
"102","down",TRUE,4.89507883511613e-05,110,554,16,0.0288808664259928,0.145454545454545,"GO:0046165","GO:BP","alcohol biosynthetic process",16178,12334,"GO:0006066, GO:0044283, GO:1901617"
"4932","down",TRUE,5.5897195930484e-05,66,451,13,0.0288248337028825,0.196969696969697,"REAC:R-HSA-69580","REAC","p53-Dependent G1/S DNA damage checkpoint",10842,2640,"REAC:R-HSA-69615"
"4933","down",TRUE,5.5897195930484e-05,66,451,13,0.0288248337028825,0.196969696969697,"REAC:R-HSA-69563","REAC","p53-Dependent G1 DNA Damage Response",10842,2639,"REAC:R-HSA-69580"
"105","down",TRUE,5.59680202129969e-05,12,554,6,0.0108303249097473,0.5,"GO:0051255","GO:BP","spindle midzone assembly",16178,14050,"GO:0007017, GO:0022402, GO:0022607, GO:0051225"
